Taxon	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc35	515rcbc9	515rcbc18	515rcbc15	515rcbc26	515rcbc36	515rcbc10	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13	515rcbc20
D_0__Bacteria;D_1__BJ-169	4.12005850483e-06	0.0	0.0	5.98874116661e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.0874174922e-05	0.0	0.0	0.0	0.0	0.0	9.87352020616e-06	0.0	0.0	0.0	1.59098864034e-05	0.0	0.0	2.017817327e-05	6.40430369208e-05	0.0	1.89096685135e-05	0.0	0.0	0.0
D_0__Bacteria;D_1__BRC1	0.000263683744309	0.000918430271462	0.000752071848417	0.000113786082166	2.26277620012e-05	0.000595619220632	0.000195251830486	0.000218209590311	6.43442675692e-05	0.000757222739981	0.000190298061135	0.00022329973204	0.000133598154564	0.000170660945462	0.000311126219298	0.00013854679803	0.000207343924329	0.000129988301053	0.000206877027939	0.000148229529066	0.000286377955261	0.000299321764094	0.000140605447055	0.00028249442578	0.000176118351532	0.000320697838497	0.000264735359189	0.000461062008491	0.000144142989846	0.0
D_0__Bacteria;D_1__Bacteroidetes	0.195920455404	0.150097747222	0.0530393194845	0.0917295484489	0.0308982090126	0.0915317837307	0.0512802307522	0.0495608531995	0.038567953981	0.20095526561	0.0932514870434	0.0859384968738	0.0728644334993	0.0726771826316	0.10184198245	0.0888469827586	0.0808196996475	0.0600360253291	0.0556825853096	0.0804624761307	0.107996308906	0.0915448404411	0.0862333206788	0.0945952762896	0.0531236991258	0.0949586299788	0.0641415955978	0.0858358271278	0.0970402639418	0.121212121212
D_0__Bacteria;D_1__Candidatus Berkelbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.97499043001e-06	8.90654363761e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.74387681254e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chlamydiae	0.000151755488261	0.000144324756944	8.03183527436e-05	0.000125763564499	7.91971670042e-05	8.93428830948e-05	0.000115376081651	2.72761987889e-05	0.000160860668923	2.91239515377e-05	0.000342536510042	0.00011962485645	0.000258289765491	4.87602701319e-05	0.000213179076186	0.000330972906404	7.40514015462e-05	2.78546359399e-05	8.71061170271e-05	9.59132246898e-05	8.75043752188e-05	0.000142858114681	0.000140605447055	0.000171514472795	0.000336225943834	6.41395676993e-05	0.000113458011081	7.82935486116e-05	4.8047663282e-05	0.0
D_0__Bacteria;D_1__Chlorobi	0.00244182134053	0.00186310140782	0.000525720127049	0.00035333572883	0.000294160906016	0.000699852584243	0.000887508320391	0.000572800174568	0.000386065605415	0.00110671015843	0.00102217244267	0.00122017353579	0.000311729027316	0.000560743106517	0.000489735715561	0.000338669950739	0.00120950622525	0.000417819539099	0.000528080834477	0.00108120362378	0.00128870079868	0.000557826923993	0.000984238129385	0.000655790631274	0.000688462646899	0.00145917516516	0.000775296409054	0.000852529751548	0.000896889714597	0.0
D_0__Bacteria;D_1__Chloroflexi	0.0126362194343	0.0251518690056	0.061428936512	0.0388250089831	0.0306493036306	0.0364518963027	0.0513423563346	0.0575709635772	0.038831765478	0.0120281919851	0.041185937517	0.0234145719025	0.0209036579175	0.0259160835751	0.0226545980422	0.023414408867	0.0272311687286	0.0534251917327	0.0330077742209	0.0343718119752	0.024135297674	0.0261566405214	0.0350248168614	0.0238304226318	0.0375932626725	0.034138284908	0.0311442240418	0.0269851764215	0.0235593708959	0.0159489633174
D_0__Bacteria;D_1__Cyanobacteria	0.00159240261212	0.00439534487057	0.00270161731956	0.00392262546413	0.00115401586206	0.00306743898626	0.00232527179942	0.00120924481298	0.000733524650289	0.00125232991612	0.000674198845163	0.00220109735868	0.00457796342973	0.00117024648317	0.000795100338206	0.00106219211823	0.00278433269814	0.00175484206421	0.00363123625357	0.002502463226	0.00304674324625	0.00321090619664	0.00146229664937	0.00160416477496	0.00184123731147	0.00254954781605	0.00178696367453	0.00367979678474	0.00179377942919	0.00159489633174
D_0__Bacteria;D_1__Deinococcus-Thermus	1.37335283494e-06	0.0	8.76200211748e-05	5.98874116661e-06	2.26277620012e-05	0.0	0.0	1.8184132526e-05	0.0	0.0	5.43708746099e-06	0.0	0.0	0.0	0.0	7.69704433498e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Elusimicrobia	0.00129232501768	0.0023091961111	0.00166478040232	0.00147921906815	0.00114270198106	0.00303765802522	0.00234302196583	0.00218209590311	0.00168581981031	0.000553355079217	0.00123965594111	0.00344519586576	0.00286790705131	0.00324255796377	0.00223549950162	0.00120073891626	0.00302129718308	0.00103990640842	0.00169856928203	0.00190954510973	0.0027842301206	0.00213606895285	0.00220750551876	0.0024213807924	0.00228953856992	0.00166762876018	0.00287426961405	0.00356670610342	0.00305903456229	0.0
D_0__Bacteria;D_1__FBP	0.000103001462621	0.000131204324495	0.000109525026469	4.19211881662e-05	4.52555240024e-05	0.000223357207737	8.87508320391e-06	9.09206626298e-06	2.57377070277e-05	0.000757222739981	3.80596122269e-05	5.58249330101e-05	1.78130872752e-05	0.000146280810396	0.000120993529727	6.92733990148e-05	2.96205606185e-05	6.49941505265e-05	8.71061170271e-05	1.74387681254e-05	2.38648296051e-05	0.000142858114681	1.40605447055e-05	0.00014124721289	0.0	0.000176383811173	4.72741712838e-05	2.60978495372e-05	1.60158877607e-05	0.0
D_0__Bacteria;D_1__FCPU426	0.0	0.0	1.46033368625e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.91239515377e-05	0.0	0.000789524052571	8.90654363761e-05	0.000365702025989	0.000224702269493	0.000254002463054	0.0	0.0	5.44413231419e-06	0.0	0.0	0.0	0.0	0.000151336299525	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Fibrobacteres	0.000127035137232	0.00024928821654	0.000197145047643	0.00029943705833	0.000101824929005	2.97809610316e-05	9.7625915243e-05	0.0002454857891	3.21721337846e-05	0.000203867660764	4.89337871489e-05	0.000518374377951	3.56261745504e-05	0.00012190067533	0.000144039916342	7.69704433498e-05	0.000622031772988	4.64243932332e-05	7.07737200845e-05	0.000427249819073	0.000198873580043	6.12249062919e-05	7.03027235275e-05	0.000191692646065	6.40430369208e-05	9.6209351549e-05	0.000340374033243	0.000191384229939	0.000224222428649	0.0
D_0__Bacteria;D_1__Firmicutes	0.00511917269225	0.00858076282194	0.0150049286262	0.0101628937597	0.0213719212101	0.00909808359516	0.0068249389838	0.00310039459568	0.0154812307772	0.00643639328984	0.0104065854003	0.0136850835779	0.00597629078084	0.018114440354	0.0114425309542	0.00857450738916	0.0033718071504	0.0141965794507	0.011089697524	0.00173515742848	0.00381837273682	0.00514969489588	0.00632724511748	0.011884944056	0.0113996605719	0.00782502725932	0.0053136168523	0.0109871946552	0.00265863736827	0.00318979266348
D_0__Bacteria;D_1__Fusobacteria	0.0	0.0	7.30166843124e-06	4.19211881662e-05	1.13138810006e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.392497129e-05	0.0	0.0	0.0	7.69704433498e-06	0.0	2.78546359399e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73985663581e-05	0.0	0.0
D_0__Bacteria;D_1__Gemmatimonadetes	0.0102335386496	0.01751577732	0.0629987952247	0.036303748952	0.0867548395126	0.0330568667451	0.0348968271578	0.0203480442965	0.0298428712986	0.0203576421249	0.0455464816607	0.0100644379227	0.0432412693606	0.0674354535924	0.0294820900768	0.0374153325123	0.0235878397725	0.0261926426622	0.0196043204634	0.0305178442195	0.0183997836255	0.0292450969054	0.0200925183842	0.0331527386826	0.0365525633226	0.0291514335193	0.0228523343986	0.013362098963	0.0291649316122	0.030303030303
D_0__Bacteria;D_1__Gracilibacteria	4.12005850483e-06	0.0	2.92066737249e-05	0.0	0.0	0.0	0.0	0.0	2.57377070277e-05	2.91239515377e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.48102803092e-05	0.0	4.35530585135e-05	0.0	7.95494320171e-06	0.0	0.0	2.017817327e-05	0.0	0.0	0.0	0.0	1.60158877607e-05	0.0
D_0__Bacteria;D_1__Hydrogenedentes	0.000146262076921	0.0	9.49216896061e-05	1.19774823332e-05	2.26277620012e-05	7.4452402579e-05	0.0	0.0	0.0	0.000349487418453	1.0874174922e-05	0.0	3.56261745504e-05	7.31404051978e-05	1.7284789961e-05	7.69704433498e-06	9.87352020616e-06	9.28487864664e-06	4.35530585135e-05	8.71938406271e-06	7.95494320171e-06	2.04083020973e-05	5.6242178822e-05	0.0	1.60107592302e-05	8.01744596241e-05	0.0	4.34964158953e-05	0.0	0.0
D_0__Bacteria;D_1__Ignavibacteriae	2.74670566989e-06	0.0	0.0	2.39549646664e-05	0.000135766572007	0.0	5.32504992234e-05	9.09206626298e-06	6.43442675692e-06	0.0	5.43708746099e-06	0.0	0.0	0.0	0.0	0.0	4.93676010308e-06	9.28487864664e-06	0.0	0.0	0.0	6.80276736576e-06	0.0	0.0	0.0	6.41395676993e-05	0.0	2.60978495372e-05	0.0	0.0
D_0__Bacteria;D_1__Latescibacteria	0.00954205549719	0.00314890378787	0.00838231535906	0.00532997963828	0.00418613597022	0.00388641541463	0.0127357443976	0.00785554525121	0.0156227881658	0.000320363466915	0.00985743956677	0.000964973842031	0.00780213222655	0.00207231148061	0.00409649522076	0.00127001231527	0.00652639685627	0.00587732818332	0.00789399185558	0.0206213433083	0.00789130365609	0.00483676759706	0.00548361243515	0.00190683737401	0.0111755099427	0.00410493233276	0.00499215248757	0.00389727886422	0.0201159550274	0.00637958532695
D_0__Bacteria;D_1__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.71938406271e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Microgenomates	5.49341133977e-06	0.0	0.000189843379212	5.98874116661e-06	6.78832860036e-05	1.48904805158e-05	8.87508320391e-06	0.0	6.43442675692e-06	2.91239515377e-05	1.0874174922e-05	7.97499043001e-06	0.0	2.43801350659e-05	6.33775631903e-05	7.69704433498e-06	1.97470404123e-05	9.28487864664e-06	0.0	8.71938406271e-06	0.0	1.36055347315e-05	1.40605447055e-05	0.0	1.60107592302e-05	3.20697838497e-05	9.45483425676e-06	0.0	0.0	0.0
D_0__Bacteria;D_1__Nitrospirae	0.00881349181825	0.00898749622788	0.0152677886897	0.0228949574799	0.0367814271329	0.013222746698	0.0240426003994	0.0279490116924	0.0334911912698	0.00215517241379	0.0205250051652	0.00343722087533	0.0157556756949	0.011092961455	0.00885557405668	0.00822814039409	0.0191003248388	0.0147165326549	0.0204536051044	0.024327081535	0.00957775161485	0.0159865033095	0.0194176122383	0.00939293965717	0.0289474526882	0.0101340516965	0.0185503848118	0.0121007029021	0.0286364073161	0.0175438596491
D_0__Bacteria;D_1__Omnitrophica	4.05139086308e-05	0.000170565621843	0.000321273410974	0.000161696011498	0.000441241359023	0.00017868576619	0.000142001331262	7.27365301038e-05	0.000411803312443	0.000174743709226	0.00021748349844	5.58249330101e-05	0.000293915940041	0.000365702025989	1.15231933073e-05	3.07881773399e-05	7.89881616493e-05	0.000185697572933	4.89971908277e-05	0.000113351992815	0.000103414261622	0.00017687195151	5.6242178822e-05	7.06236064449e-05	0.000144096833072	0.000208453595023	8.50935083108e-05	0.000121789964507	8.00794388033e-05	0.0
D_0__Bacteria;D_1__PAUC34f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86065605415e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89096685135e-05	0.0	0.0	0.0
D_0__Bacteria;D_1__Parcubacteria	1.09868226795e-05	1.31204324495e-05	4.38100105874e-05	4.79099293329e-05	0.000135766572007	2.97809610316e-05	6.21255824273e-05	3.63682650519e-05	1.93032802708e-05	0.00026211556384	4.89337871489e-05	4.78499425801e-05	0.000151411241839	0.000268181485725	2.30463866147e-05	8.46674876847e-05	2.46838005154e-05	2.78546359399e-05	9.25502493413e-05	8.71938406271e-06	2.38648296051e-05	6.12249062919e-05	0.0	7.06236064449e-05	4.80322776906e-05	6.41395676993e-05	8.50935083108e-05	7.82935486116e-05	3.20317755213e-05	0.0
D_0__Bacteria;D_1__Peregrinibacteria	1.85402632717e-05	1.31204324495e-05	2.92066737249e-05	1.19774823332e-05	0.0	0.0	5.32504992234e-05	5.45523975779e-05	0.0	0.0	0.0	4.78499425801e-05	4.45327181881e-05	0.0	1.15231933073e-05	1.539408867e-05	1.97470404123e-05	1.85697572933e-05	0.000114326778598	2.61581521881e-05	2.38648296051e-05	6.80276736576e-06	0.0	1.0089086635e-05	4.80322776906e-05	8.01744596241e-05	2.83645027703e-05	8.69928317907e-06	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes	0.0440159583599	0.0549483710983	0.0474170347924	0.0422026590011	0.0444748662134	0.0461158181575	0.059498557799	0.043978324514	0.0602712754321	0.0456081081081	0.0459597003077	0.0586959295649	0.0438291012407	0.0346685520638	0.0380668690908	0.0428725369458	0.0499402652028	0.0460251434514	0.0523997735241	0.0658749465938	0.0510946001846	0.0452724168192	0.0470465825846	0.0419706004015	0.0447340612892	0.0428452312231	0.0385473592648	0.0670714733106	0.0531567314776	0.0318979266348
D_0__Bacteria;D_1__Proteobacteria	0.36303964183	0.263051550179	0.234690226717	0.261821775063	0.290857252763	0.254403859613	0.241047259818	0.236711945157	0.253046701069	0.389299860205	0.276948924	0.205499553401	0.301949642402	0.29390252822	0.282398898383	0.388985529557	0.271378639626	0.247172754452	0.274166503343	0.278418652506	0.238608521335	0.345111191233	0.307771263059	0.350817720472	0.264193538058	0.343836187544	0.264962275211	0.229426195282	0.294676318908	0.33014354067
D_0__Bacteria;D_1__RBG-1 (Zixibacteria)	0.0	0.0	2.19050052937e-05	0.0	0.0	1.48904805158e-05	1.77501664078e-05	0.0	5.14754140554e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.69704433498e-06	0.0	0.0	0.0	8.71938406271e-06	0.0	0.0	0.0	0.0	1.60107592302e-05	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__RsaHf231	6.86676417472e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.43708746099e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36055347315e-05	1.40605447055e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__SBR1093	0.0	0.0	0.0	2.39549646664e-05	0.000260219263014	4.46714415474e-05	0.0	0.0	4.50409872984e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.20215184604e-05	3.20697838497e-05	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__SR1 (Absconditabacteria)	1.92269396892e-05	1.31204324495e-05	1.46033368625e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.91239515377e-05	0.0	0.0	2.67196309128e-05	4.87602701319e-05	5.76159665366e-06	0.0	9.87352020616e-06	0.0	0.0	0.0	0.0	2.04083020973e-05	0.0	3.0267259905e-05	0.0	3.20697838497e-05	1.89096685135e-05	0.0	0.0	0.0
D_0__Bacteria;D_1__Saccharibacteria	0.000129095166485	3.93612973484e-05	5.84133474499e-05	0.000113786082166	0.00019233597701	0.000134014324642	6.21255824273e-05	0.000136380993945	4.50409872984e-05	8.73718546132e-05	2.71854373049e-05	0.00024722470333	0.000418607550968	0.000463222566253	0.000213179076186	0.000223214285714	0.000330762926906	0.00011141854376	8.16619847129e-05	0.00022670398563	0.000214783466446	0.000258505159899	5.6242178822e-05	0.000393474378764	0.000128086073842	0.000352767622346	3.7819337027e-05	0.000113090681328	4.8047663282e-05	0.0
D_0__Bacteria;D_1__Spirochaetae	6.18008775725e-06	1.31204324495e-05	0.0	6.58761528327e-05	0.0	0.0	0.0	2.72761987889e-05	1.28688535138e-05	2.91239515377e-05	4.34966996879e-05	2.392497129e-05	3.56261745504e-05	0.0	8.6423949805e-05	7.69704433498e-06	0.000123419002577	9.28487864664e-06	9.79943816555e-05	0.000261581521881	0.0	3.40138368288e-05	0.0	0.00014124721289	0.0	0.0	2.83645027703e-05	8.69928317907e-06	0.000176174765367	0.0
D_0__Bacteria;D_1__Synergistetes	1.37335283494e-06	0.0	2.19050052937e-05	5.98874116661e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69928317907e-06	0.0	0.0
D_0__Bacteria;D_1__TM6 (Dependentiae)	0.000951733514616	0.00047233556818	0.00105874192253	0.000892322433824	0.000644891217034	0.000699852584243	0.000940758819614	0.000463695379412	0.000926557452997	0.000582479030755	0.000723132632312	0.000781549062141	0.000641271141908	0.000731404051978	0.00100251781774	0.00109298029557	0.00057760093206	0.000389964903159	0.00101805274275	0.000802183333769	0.000922773411398	0.000795923781794	0.000731148324686	0.00116024496302	0.00115277466457	0.000657430568918	0.00143713480703	0.00100911684877	0.00225824017425	0.0
D_0__Bacteria;D_1__Tectomicrobia	0.004409835953	0.00443470616792	0.00463655945384	0.00435980356929	0.0057135099053	0.0063135637387	0.00882183270468	0.00899205353409	0.0109256566333	0.000495107176142	0.00387664335969	0.00011164986602	8.90654363761e-05	0.00012190067533	0.00247748656108	0.00111607142857	0.00644247193452	0.0089784776513	0.0110461444655	0.00870194529458	0.010333471219	0.00440139048565	0.00600385258925	0.0002017817327	0.00981459540811	0.00234109422102	0.00421685607851	0.00762057206486	0.0119158204939	0.00637958532695
D_0__Bacteria;D_1__Tenericutes	7.07276709996e-05	0.000104963459596	6.57150158811e-05	1.19774823332e-05	5.6569405003e-05	0.000416933454443	8.87508320391e-06	1.8184132526e-05	6.43442675692e-06	0.0	0.000190298061135	0.00010367487559	8.90654363761e-06	0.0	5.1854369883e-05	0.000300184729064	9.87352020616e-06	0.0	0.0	0.0	0.00124097113947	2.04083020973e-05	0.00231998987641	1.0089086635e-05	1.60107592302e-05	1.60348919248e-05	0.000122912845338	1.73985663581e-05	6.40635510426e-05	0.0
D_0__Bacteria;D_1__Verrucomicrobia	0.105768768583	0.129000091843	0.111496476945	0.107851239669	0.0484007829206	0.123963250294	0.102152207677	0.0682450493699	0.0958793931049	0.0713536812675	0.110693663618	0.188217749139	0.159961523731	0.117195309262	0.17586121466	0.113677647783	0.171058737572	0.10030454402	0.109247403149	0.123466478328	0.210535526776	0.123681113477	0.0917591147481	0.141580152749	0.0881392295623	0.0931627220833	0.22071365089	0.171419375043	0.0897850667863	0.0925039872408
D_0__Bacteria;D_1__WS1	6.86676417472e-07	0.0	1.46033368625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__WS2	1.37335283494e-06	1.31204324495e-05	7.30166843124e-06	5.98874116661e-06	1.13138810006e-05	8.93428830948e-05	0.0	2.72761987889e-05	0.0	0.0	0.0	7.97499043001e-06	0.0	0.0	5.76159665366e-06	4.61822660099e-05	9.87352020616e-06	4.64243932332e-05	5.44413231419e-05	0.0	7.95494320171e-06	2.72110694631e-05	2.8121089411e-05	2.017817327e-05	3.20215184604e-05	0.0	0.0	1.73985663581e-05	3.20317755213e-05	0.0
k__Archaea;p__Crenarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BHI80-139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
